Title,Genre
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)","Science Fiction,Humor"
Paved Paradise: How Parking Explains the World,Business
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Psychology,Business,Self Help"
"Pack Rivals: Part One (The Rockview Omegaverse, #1)",Paranormal
Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,Self Help
"A Fever in the Heartland: The Ku Klux Klan&#39;s Plot to Take Over America, and the Woman Who Stopped Them","History,Nonfiction"
Diddly Squat: A Year on the Farm,"Nonfiction,Biography"
Lockwood (Cozy Isekai Craftsman #1),Fantasy
A Christmas Carol,Classics
"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather",Art
"Random Acts of Medicine: The Hidden Forces That Sway Doctors, Impact Patients, and Shape Our Health","Nonfiction,Science"
The Auschwitz Protocol (The Sikora Files #1),Historical Fiction
Alexander Hamilton,"History,Biography"
Edible Economics: A Hungry Economist Explains the World,Business
All the Bright Places,Contemporary
"Doomsday Match (The Dresden Codex, #1)","Fantasy,Science Fiction,Travel,Horror,Mystery,Fiction"
終わりのセラフ 30 [Owari no Seraph 30],Manga
An American Beauty,Historical Fiction
Cold Enough for Snow,Travel
"Capture the Sun (Starlight&#39;s Shadow, #3)",Science Fiction
Lies about Black People: How to Combat Racist Stereotypes and Why It Matters,Nonfiction
The 9th Man (Luke Daniels #1),"Mystery,Historical Fiction"
Sinners of Starlight City,Historical Fiction
"Rifts &amp; Refrains (Hush Note, #2)",Music
In Love: A Memoir of Love and Loss,"Memoir,Nonfiction"
Why Has Nobody Told Me This Before?,"Psychology,Self Help"
Clara Poole and the Long Way Round,Childrens
"Good as Gold (Giltmaker, #1)",Humor
The Silver Palate Cookbook,Cookbooks
Assuming Names: A Con Artist's Masquerade,"Suspense,Crime"
Project Hail Mary,Science Fiction
"The Praying Mantis Bride (Nameless: Season One, #3)",Horror
"A Game of Thrones (A Song of Ice and Fire, #1)","Fantasy,Fiction"
Called (The Grey Gates #2),"Fantasy,Paranormal"
Rain Rising,Poetry
Molly&#39;s Tuxedo,Childrens
The Cypress Maze,"Fiction,Historical Fiction"
We Do What We Do in the Dark,LGBT
"Cypher: Lord of the Fallen (Warhammer 40,000)",Science Fiction
Changer: méthode,LGBT
"彼女が公爵邸に行った理由 4 (Why Raeliana Ended Up at the Duke&#39;s Mansion, Vol. 4)",Comics
Autobiography,Music
"A World of Curiosities (Chief Inspector Armand Gamache, #18)",Suspense
Brown Girl Dreaming,Poetry
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Romance
The Story of Art,Art
Just my Puck: A Why Choose Hockey Romance Duet (Coe Bay Titans Book 1),Sports
"Plays Well With Others (How to Date, #2)","Sports,Contemporary,Romance,Chick Lit"
We Are the Luckiest: The Surprising Magic of a Sober Life,Spirituality
The History of a Difficult Child,Religion
The Big Dark Sky,"Horror,Science Fiction"
Did I Ever Tell You This?,Nonfiction
"Spider-Man, Vol. 1: End of the Spider-Verse",Comics
Surprised by Joy: The Shape of My Early Life,Christian
The Rain: A Novel,Science Fiction
Mastering the Art of French Cooking,Cookbooks
"The Captain (The Last Horizon, #1)",Science Fiction
Cutting Teeth,"Horror,Mystery,Suspense,Fiction,Thriller"
"Club Dead (Sookie Stackhouse, #3)",Paranormal
Goodbye Earl,"Fiction,Thriller,Mystery,Chick Lit"
Look Back,Manga
Every Day: The Graphic Novel,"Graphic Novels,Comics"
"Truly, Devious (Truly Devious, #1)",Mystery
Wrong For You,Humor
The Magnolia Palace,Art
Everyone Wants to Know,"Contemporary,Young Adult"
"Forever Goals (Rixon High, #6)",Sports
"Animal, Vegetable, Junk: A History of Food, from Sustainable to Suicidal",Cookbooks
A Fatal Affair,"Fiction,Crime,Contemporary,Suspense"
Unnatural Ends,"Suspense,Crime"
Mrs. S,LGBT
Hello Girls,Travel
"Sleepless City (Nick Ryan, #1)","Thriller,Mystery"
Save What&#39;s Left,"Fiction,Humor,Romance,Chick Lit"
Letter to a Christian Nation,Religion
The Salt Grows Heavy,"Horror,LGBT"
Falling Again,Young Adult
Testimony: Inside the Evangelical Movement That Failed a Generation,"Religion,Spirituality,Christian,Biography"
"Fractal Noise (Fractalverse, #0.5)",Science Fiction
"Kill Joy (A Good Girl&#39;s Guide to Murder, #0.5)","Fiction,Thriller"
The Killer&#39;s Wife,"Suspense,Thriller,Mystery"
Malibu Rising,"Contemporary,Romance,Historical Fiction"
Swamp Story,Humor
"Light Bringer (Red Rising Saga, #6)",Fiction
Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Cookbooks
Make Time: How to Focus on What Matters Every Day,"Psychology,Business,Self Help"
"What If It's Us (What If It's Us, #1)",LGBT
The Ocean Above Me,Thriller
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Art
They Never Learn,Horror
Attachments,Chick Lit
Venus in the Blind Spot,Manga
Ten Arguments For Deleting Your Social Media Accounts Right Now,Business
El mapa de los anhelos,Young Adult
"The Gatekeeper (Dez Limerick, #1)",Business
"Before I Let Go (Skyland, #1)",Chick Lit
"Grow Food for Free: No Cost, Low Effort, High Yield",Cookbooks
"The White Queen (The Plantagenet and Tudor Novels, #2)",Historical Fiction
The Best Summer of Our Lives,Christian
Midnight,Crime
Vegetarian Cooking for Everyone,Cookbooks
Snow Crash,Science Fiction
Not By Blood,"Suspense,Crime,Thriller"
"No Plan B (Jack Reacher, #27)","Suspense,Crime"
Blankets,"Graphic Novels,Comics"
"Sincerely, Your Inconvenient Wife (The Harder They Fall, #2)",Romance
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Business
"The Laws of Attraction (Wyoming Sunrise, #2)",Christian
Stupid Things I Won&#39;t Do When I Get Old,Biography
The Institution,Psychology
"The Sisters of Sea View (On Devonshire Shores, #1)",Christian
Meditations,"Classics,Philosophy"
"Bittersweet (Ashton Family, #1)",Suspense
Radical: Taking Back Your Faith from the American Dream,Christian
In the Shelter of Hollythorne House (The Houses of Yorkshire #2),Christian
The Plant-Based Athlete: A Game-Changing Approach to Peak Performance,Cookbooks
"Obsidian Throne (The Lochlann Feuds, #4)","Fantasy,Young Adult"
"Vow of Thieves (Dance of Thieves, #2)",Fantasy
Conviction,Crime
Bridge to Terabithia,Childrens
The Netanyahus,Religion
"Pink Lemonade Cake Murder (Hannah Swensen, #29)","Mystery,Suspense,Contemporary,Cookbooks,Fiction"
"White Sand, Volume 2 (White Sand, #2)",Comics
Amboy: Recipes from the Filipino-American Dream,Cookbooks
Cash,Music
The Crow Valley Karaoke Championships,"Contemporary,Humor"
Homegoing,Historical Fiction
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Psychology,Self Help"
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Cookbooks
Now Is Not the Time to Panic,Art
Between Shades of Gray,Historical Fiction
Leadership : Six Studies in World Strategy,Business
Elisabeth Elliot: A Life,Biography
This Much is True,"LGBT,Biography"
Karen&#39;s Worst Day (Baby-Sitters Little Sister Graphic Novel #3),Childrens
Bad Mormon: A Memoir,"Memoir,Religion,Nonfiction"
Other People&#39;s Clothes,Art
"Dog Man: Fetch-22 (Dog Man, #8)","Childrens,Comics"
The Adventures of Huckleberry Finn,Classics
Outliers: The Story of Success,"Psychology,Business,Nonfiction,Self Help"
Mrs. Nash&#39;s Ashes,"LGBT,Travel,Chick Lit,Romance,Fiction"
"Us (Him, #2)",Sports
さよなら絵梨 [Sayonara Eri],"Manga,Comics"
The Centre,"LGBT,Science Fiction,Horror,Mystery,Contemporary,Fiction,Thriller"
President Garfield: From Radical to Unifier,"History,Nonfiction,Biography"
"Something (Full Murderhobo, #1)",Humor
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Cookbooks
Horns,Horror
Looking for Alaska,"Contemporary,Young Adult"
You Can Trust Me,"Suspense,Thriller"
The Husband's Secret,Chick Lit
The Social Contract,Philosophy
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)","Fantasy,Young Adult,Childrens,Fiction"
Free: A Child and a Country at the End of History,"History,Philosophy"
"Eyes of the Void (The Final Architecture, #2)",Science Fiction
"Never Admire an Adventurer (Fortune&#39;s Brides: Guarding Her Heart, #2)",Historical Fiction
Girl in a Band,Music
鬼滅の刃 15 [Kimetsu no Yaiba 15],Manga
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Business,Nonfiction,Biography"
Art Through the Ages,Art
East of Eden,Classics
"Paradise (DS Walker, #2)","Crime,Mystery"
"Ever Mine (Honey Mountain, #2)",Sports
Sooley,Sports
Faeries,Art
Hotel Laguna,"Historical Fiction,Art"
Her Little Flowers,"Fantasy,Paranormal,Horror,Suspense,Fiction,Thriller,Historical Fiction"
Unpacking for Greece,Memoir
"Tasting History: Explore the Past through 4,000 Years of Recipes",Cookbooks
Over the Falls (Ryder Bay #1),Sports
Places We&#39;ve Never Been,Travel
How to Draw Cute Stuff: A Step-by-Step Drawing Guide for Kids,Nonfiction
Life in Five Senses: How Exploring the Senses Got Me Out of My Head and Into the World,"Psychology,Spirituality,Science,Self Help"
"Mark of the Fool (Mark of the Fool, #1)",Young Adult
"The Final Gambit (The Inheritance Games, #3)",Romance
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)","Fantasy,Romance"
Boldly Go: Reflections on a Life of Awe and Wonder,Philosophy
Bury My Heart at Wounded Knee: An Indian History of the American West,History
"The Paris Review, Issue 244, Summer 2023",Poetry
"You (You, #1)","Suspense,Thriller"
Dylan Dog n. 442 bis: L&#39;isola dai due soli,Graphic Novels
アルスラーン戦記 19 [Arslan Senki 19],Manga
"A Crown of Ivy and Glass (The Middlemist Trilogy, #1)","Fantasy,Romance"
On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,"Psychology,Self Help"
The Storyteller of Casablanca,Chick Lit
Stepping Up,Humor
"Persepolis: The Story of a Childhood (Persepolis, #1)","Memoir,Graphic Novels"
光が死んだ夏 2 [Hikaru ga Shinda Natsu 2],"Manga,Comics"
We Have Always Lived in the Castle,"Classics,Horror"
"薬屋のひとりごと 7 [Kusuriya no Hitorigoto 7] (The Apothecary Diaries [Nekokurage], #7)",Manga
The Pilgrim's Progress,"Religion,Christian"
"Obsidian (Lux, #1)",Paranormal
The Diamond Eye,History
Bad Science,Science
The Wedding Game,Humor
We Are Okay,LGBT
No Rules Rules: Netflix and the Culture of Reinvention,Business
"The Evening and the Morning (Kingsbridge, #0)",Historical Fiction
Chłopcy. Idą po Polskę,Nonfiction
"Danger in Numbers (Amy Larson &amp; Hunter Forrest FBI, #1)",Religion
The Moon Represents My Heart,"Fantasy,Science Fiction"
"The Pocket Pair (Love Stories in Sheet Cake, Texas, #3)",Humor
Rock Paper Scissors,"Suspense,Thriller"
Sadie Sprocket Builds a Rocket,Science
An Enquiry Concerning Human Understanding,Philosophy
"Insurgent (Divergent, #2)",Young Adult
Sushi for Beginners,Chick Lit
"So Long, Chester Wheeler","LGBT,Travel"
The House at the End of the World,"Paranormal,Suspense,Horror,Science Fiction"
"The Ruthless Fae King (Kings of Avalier, #3)","Fantasy,Paranormal"
A Zero Waste Life: In Thirty Days,Cookbooks
"One for the Money (Stephanie Plum, #1)","Mystery,Humor"
"All In (The Kings of Kroydon Hills, #1)",Sports
The Last Dance,Humor
The Love of my Life,"Suspense,Mystery"
"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Science
"Anne of the Island (Anne of Green Gables, #3)",Classics
The Autobiography of Benjamin Franklin,Biography
STFU: The Power of Keeping Your Mouth Shut in an Endlessly Noisy World,Business
The Death of Francis Bacon,"Poetry,Art"
The Island,Horror
"He Who Fights with Monsters 6 (He Who Fights with Monsters, #6)",Science Fiction
"Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible & Why We Don't Know About Them",Religion
And Finally: Matters of Life and Death,"Philosophy,Science,Biography"
Stolen Focus: Why You Can&#39;t Pay Attention- and How to Think Deeply Again,"Psychology,Business,Nonfiction,Self Help"
"New Kid (New Kid, #1)",Graphic Novels
All-Night Pharmacy,"Fiction,Contemporary,LGBT,Mystery"
Dead Line (Cold Case Psychic #22),Paranormal
"How to Get a Date with the Evil Queen (Monster Girlfriend, #2)",Science Fiction
How Can I Help You,"Horror,Mystery,Suspense,Contemporary,Fiction,Thriller"
The Great Believers,LGBT
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Spirituality
"Królewna. Część 1 (Rodzina Monet, #2A)",Young Adult
Remedies for Disappearing,Poetry
"Size 12 Is Not Fat (Heather Wells, #1)",Chick Lit
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Cookbooks
The House Swap,"Contemporary,Childrens,Travel"
Indistractable: How to Control Your Attention and Choose Your Life,"Business,Science"
"Three Blind Dates (Dating by Numbers, #1)",Sports
Glow: The Wild Wonders of Bioluminescence,"Childrens,Science"
"Lumberjanes, Vol. 1: Beware the Kitten Holy","Graphic Novels,Comics"
The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Cookbooks
"Good in Bed (Cannie Shapiro, #1)",Chick Lit
"呪術廻戦 20 (Jujutsu Kaisen, #20)",Manga
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"History,Sports"
Range: Why Generalists Triumph in a Specialized World,"Psychology,Business,Philosophy,Self Help"
"Scarlet Princess (The Lochlann Feuds, #1)","Romance,Young Adult"
Boy Meets Boy,LGBT
Lessons in Chemistry,Contemporary
Wanting the Winger (Charleston Coyotes Hockey #1),Sports
Girl Wash your Face,"Memoir,Nonfiction,Christian,Self Help"
One August Night,History
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Contemporary
The Woman in the Window,"Suspense,Crime,Thriller,Mystery"
The Very Secret Society of Irregular Witches,Paranormal
Watchmen,"Graphic Novels,Comics"
"Hawkeye, Volume 1: My Life as a Weapon",Comics
Howl and Other Poems,Poetry
Wuthering Heights,"Fiction,Classics,Romance"
"The Big Sleep (Philip Marlowe, #1)",Crime
"A Three Dog Problem (Her Majesty the Queen Investigates, #2)",Art
The Alchemist,"Fiction,Philosophy,Spirituality,Self Help"
"World Without End (Kingsbridge, #2)",Historical Fiction
"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond",Music
"Girl, Interrupted",Memoir
"One Foot in the Grave (Night Huntress, #2)",Paranormal
Riding the Iron Rooster,Travel
"Half Baked Harvest Every Day: Recipes for Balanced, Flexible, Feel-Good Meals",Cookbooks
"Broken Bay (Detective Sergeant Mark Ariti, #3)",Crime
El peligro de estar cuerda,Art
Atlas Shrugged,Philosophy
"The DIRTY, LAZY, KETO Dirt Cheap Cookbook: 100 Easy Recipes to Save Money &amp; Time!",Cookbooks
Lo que hay,Poetry
"The One (The Selection, #3)",Romance
Those We Drown,"Paranormal,Horror,Young Adult"
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Humor
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Business,Nonfiction"
The Places in Between,Travel
"The Nazi Conspiracy: The Secret Plot to Kill Roosevelt, Stalin, and Churchill",History
"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery","Psychology,Memoir,Self Help"
The Life She Wanted,"Romance,Historical Fiction,Chick Lit"
Mary Ventura and the Ninth Kingdom,Poetry
その着せ替え人形は恋をする 9 [Sono Bisque Doll wa Koi wo Suru 9],"Manga,Comics"
King of the Armadillos,Historical Fiction
The Gifts of Imperfection,"Psychology,Self Help"
Menti tribali: Perché le brave persone di dividono su politica e religione,"Psychology,Religion"
"Wined and Died in New Orleans (Vintage Cookbook Mystery, #2)",Cookbooks
Torith (System Universe #2),"Science Fiction,Humor"
Best of Friends,LGBT
Tales of a Female Nomad: Living at Large in the World,Travel
"The Stars are Dying (Nytefall, #1)","Fantasy,Romance"
"The Goal (Off-Campus, #4)",Sports
"Flesh and Blood (DS Aector McAvoy, #11)",Crime
No One Rides For Free,Horror
"Maid: Hard Work, Low Pay, and a Mother&#39;s Will to Survive","Memoir,Nonfiction"
Batman- One Bad Day: Catwoman,"Graphic Novels,Comics"
Don't Waste Your Life,Christian
Vivian Lantz&#39;s Second Chances,Young Adult
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,History
"The Mistake (Off-Campus, #2)",Sports
The Air Raid Book Club,"Fiction,Historical Fiction"
Natural Beauty,LGBT
The Primal Hunter 6 (The Primal Hunter #6),Fantasy
"Rocking Her Silence (Rock Gods of D.C., #1)",Music
"Rocked Bayou (Badges of the Bayou, #3)",Music
The Prince &amp; The Apocalypse,"Contemporary,Romance,Young Adult"
SAKAMOTO DAYS 1,Graphic Novels
呪術廻戦 22 [Jujutsu Kaisen 22],"Manga,Graphic Novels"
Unbreak My Heart: A Steamy Second Chance Romance,Romance
"Return Policy (Crystal Bay University, #1)",Sports
Adult Drama: And Other Essays,"Memoir,Nonfiction"
"The Setup (Single in Seattle, #4)",Music
We Are What We Eat: A Slow Food Manifesto,Cookbooks
A Newlywed’s Guide to Fortune and Murder (Countess of Harleigh #6),Humor
